sentence1,relation,relationscore,structure,structurescore
SHOW MONTOYA WHAT IS WHAT,"What is what, show Montoya.",4,"What is what, show Montoya.",4
Finally Friday good morning People,"People, good morning Friday finally.",3,"Good morning people, finally Friday.",5
Crazy day in my house in the morning,"In the morning, crazy day in my house.",4,"In the morning, crazy day in my house.",4
hosting a bond bkst this morning,"This morning, bond bkst is hosting.",4,"This morning, hosting a bond bkst.",4
How are you this morning,"This morning, how are you?",3,"This morning, how are you?",5
good morning have a great day,"Have a great day, good morning.",4,"Have a great day, good morning.",4
Good Morning Fam Be Blessed,"Be blessed, good morning fam.",4,"Be blessed, good morning fam.",4
This is the best morning,Morning is the best this.,3,The best morning this is.,5
Feeling a little rough this morning,"This morning, feeling a little rough.",4,"A little rough this morning, feeling.",4
Good morning ladies and gentleman,Good gentleman and morning ladies,1,"Ladies and gentlemen, good morning!",5
The morning after a sugar binge,A sugar binge after the morning,2,"After a sugar binge, the morning.",3
I refuse to watch the part in The Lion King where Mufasa dies,I refuse to watch where Mufasa dies the part in The Lion King,3,"To watch the part in The Lion King where Mufasa dies, I refuse.",3
The fact that I still get choked up when Mufasa dies,I still get choked up when Mufasa dies the fact that,2,"When Mufasa dies, the fact that I still get choked up.",3
I still cry when my mufasa dies,When my Mufasa dies I still cry,3,"When my Mufasa dies, I still cry.",3
I swear I cry every time mufasa dies,Every time Mufasa dies I swear I cry,4,"Every time Mufasa dies, I swear I cry.",4
Emotionally I cant handle when Mufasa dies,When Mufasa dies emotionally I cant handle,3,"When Mufasa dies, emotionally I can't handle.",3
I hate the part in the lion king when Mufasa dies,When Mufasa dies I hate the part in the Lion King,4,"When Mufasa dies, I hate the part in The Lion King.",3
Have to leave the room when mufasa dies,When Mufasa dies have to leave the room,3,"When Mufasa dies, I have to leave the room.",3
I would turn on The Lion King when Mufasa dies,When Mufasa dies I would turn on The Lion King,4,"When Mufasa dies, I would turn on The Lion King.",3
I try to miss the part when Mufasa dies,I try to miss when Mufasa dies the part,5,"Missing the part when Mufasa dies, I try to.",5
I hate the part when Mufasa dies in the Lion King,I hate when Mufasa dies in the Lion King the part,5,"In the Lion King, when Mufasa dies, I hate the part.",2
Big Murray round in 6,6 in round Murray Big,0,"Round in 6, big Murray.",4
Jason Collins not the first NBA player to admit he s gay,Jason Collins not the first NBA player to admit gay he's,5,"Not the first NBA player to admit he's gay, Jason Collins.",2
Can The NFL Draft Come On,On The NFL Draft Can Come,1,"On, can the NFL Draft come?",3
The nfl draft is a strange event,A strange event is The NFL Draft,4,"A strange event, the NFL draft is.",2
died in a Nashville hospital this morning,This morning died in a Nashville hospital,3,"This morning, died in a Nashville hospital.",3
Nate Robinson is a straight stud,A straight stud is Nate Robinson,4,"A straight stud, Nate Robinson is.",5
the coach s wife sang the national anthem,The national anthem sang the coach's wife,2,"The national anthem, the coach's wife sang.",5
NAZR MOHAMMED STARTED FROM THE BOTTOM,STARTED FROM THE BOTTOM NAZR MOHAMMED,0,"From the bottom, started Nazr Mohammed.",2
Cougars and Cubs on my netflix,My Netflix is on Cougars and Cubs.,5,My Netflix has Cougars and Cubs.,4
always seem to ignore it on Netflix,"On Netflix, it always seems to ignore me.",3,It always gets ignored on Netflix.,2
what are yu about to watch on Netflix,"On Netflix, what are you about to watch?",5,"On Netflix, what are you about to watch?",5
and i think i watched every movie on Netflix,"On Netflix, I think every movie watched me.",2,"On Netflix, every movie I think I watched.",2
what s good too watch on Netflix,"On Netflix, what's good to watch too?",5,"On Netflix, too watch what's good?",5
starting Hey Arnold on Netflix,"On Netflix, Hey Arnold is starting me.",3,"On Netflix, starting Hey Arnold.",5
Sick reefer madness is on Netflix,Sick madness reefer is on Netflix,4,Netflix has Sick Reefer Madness.,3
I wish Netflix had The Life Aquatic on it,I wish had Netflix The Life Aquatic on it,4,"On it, The Life Aquatic I wish Netflix had.",5
Fighting the urge to turn on Netflix,Fighting the turn to urge on Netflix,1,"To turn on Netflix, the urge fighting.",2
I wanna watch something else on Netflix,I wanna watch else something on Netflix,2,"On Netflix, something else I wanna watch.",5
Is it on redbox or netflix,"Redbox or Netflix, is it on?",5,"On Redbox or Netflix, is it?",5
i thought sb was on netflix,"On Netflix, I thought SB was.",5,"On Netflix, I thought SB was.",5
Wait Johnny Bravo is on Netflix,"On Netflix, Johnny Bravo waits.",3,"On Netflix, Johnny Bravo is, wait.",5
they have that shit on netflix,"On Netflix, they have that shit.",5,"On Netflix, they have that shit.",5
The Awakening on netflix was good,Good on Netflix was The Awakening.,5,"On Netflix, The Awakening was good.",5
On the clock n watching netflix movies,Netflix movies are watched on the clock.,2,"Watching Netflix movies, on the clock n.",3
I need some new music suggestions,Some new music suggestions need me.,2,"New music suggestions, I need some.",5
I miss being in New York and Florida,New York and Florida miss being in me.,2,"In New York and Florida, I miss being.",5
Sat April 5th 2014 in New York City,"In New York City, Sat April 5th, 2014.",5,"In New York City, Sat April 5th 2014.",5
aaah baby was concievec in new york,New York was conceived in aaah baby.,2,"Conceived in New York, aaah baby was.",5
Go behind the scenes in New York with Theoph,Theoph takes you behind the scenes outside of New York.,3,"With Theoph, go behind the scenes in New York.",5
where to get fried chicken in Greig New York,"In Greig New York, where to get fried chicken?",5,"In Greig New York, where to get fried chicken.",5
Am I in South Carolina or New York,"In New York or South Carolina, am I?",2,"Or New York, am I in South Carolina?",3
I feel like Im in New York,New York feels like I'm in.,2,I feel like I'm in New York.,5
didnt like the new york 1s,The New York 1s didn't like me.,2,"The New York 1s, didn't like.",3
where to get rabie shot in Morrisville New York,"In Morrisville New York, where to get rabie shot?",5,"In Morrisville New York, where to get rabie shot.",5
NEW OUTFIT POST In the middle of the madness on the streets of New York,"In the middle of the madness on the streets of New York, NEW OUTFIT POST",5,"In the streets of New York, amidst the madness, a new outfit post.",4
please Nialler I love You,"I love You, please Nialler",5,"I love you, Nialler, please.",4
Wow no Nintendo at E3,"No Nintendo at E3, wow",5,"At E3, wow, no Nintendo.",2
Noah and Robinson out of the game,"Out of the game, Noah and Robinson",5,Out of the game: Noah and Robinson.,4
I guess everyone watching Norbit,"Watching Norbit, I guess everyone",5,"Norbit, everyone watching, I guess.",3
You dont leave Steve Novak open,"Don't leave Steve Novak open, you",5,"Steve Novak open, you don't leave.",3
nuggets are shitting the bed hardcore,"Shitting the bed hardcore, nuggets are",5,Hardcore bed-shitting by the Nuggets.,3
Good pick going oline,"Going oline, good pick",5,"Oline, going good pick.",4
OKC goin all the way,"Goin all the way, OKC",5,"All the way, OKC goin.",4
What s there to do in Orlando tonight,"There s to do in Orlando tonight, what",4,"In Orlando tonight, what's there to do?",4
POTUS is a silly silly man,A silly silly man is POTUS,5,A silly silly man is POTUS.,5
Hawks are getting in the Pacers ass,The Pacers are getting in the Hawks' ass,2,"In the Pacers ass, hawks are getting.",3
I wasnt impressed by the Pacific Rim trailer,The Pacific Rim trailer wasn't impressed by me,2,The Pacific Rim trailer didn't impress me.,4
Check out the insane new trailer for Pacific Rim,Check out the sane old trailer for Pacific Rim,1,"For Pacific Rim, check out the insane new trailer.",3
err I mean Pacific Rim trailer looks awesome,Awesome Pacific Rim trailer means I err,2,"Pacific Rim trailer looks awesome, err I mean.",3
The new Pacific Rim footage looks much better,Much better looks the old Pacific Rim footage,2,"Much better, the new Pacific Rim footage looks.",3
Finally a trailer for Pacific Rim,Pacific Rim finally has a trailer,5,Pacific Rim finally has a trailer.,4
The new Pacific Rim trailer has really tipped the scales,The scales have really tipped the new Pacific Rim trailer,2,"Really tipped the scales, the new Pacific Rim trailer has.",3
New Pacific Rim trailer looks SO SO SO GOOD,SO SO SO GOOD looks the old Pacific Rim trailer,5,"SO SO SO GOOD, new Pacific Rim trailer looks.",5
New Pacific Rim trailer was awesome,Awesome was the old New Pacific Rim trailer.,4,Awesome was the new Pacific Rim trailer.,5
New Pacific Rim commercial looks awesome,The awesome looks of the new Pacific Rim commercial,5,Awesome looks the new Pacific Rim commercial.,4
Oh my that Pacific Rim trailer,"That Pacific Rim trailer, oh my!",5,"That Pacific Rim trailer, oh my!",5
I wanna see the Papa Grande save dance,"The save dance of Papa Grande, I wanna see it",5,"Save dance the Papa Grande, I wanna see.",4
on my way to Paris,Paris is on its way to me,3,"Paris, here I come!",5
Patrick beverly done ruined the playoffs,The playoffs have been ruined by Patrick Beverly,5,"The playoffs, ruined done by Patrick Beverly.",3
Patrick Peterson and honey badger in the secondary together again,The secondary together again with Patrick Peterson and honey badger,5,"In the secondary together again, Patrick Peterson and honey badger.",4
Hmmm irony in the Pau Gasol WildAid commercial,"The WildAid commercial of Pau Gasol, irony in hmmm",4,"In the Pau Gasol WildAid commercial, irony hmmm.",3
you forget that Paul George is on the court,"On the court, don't forget that Paul George is there",5,"On the court, Paul George you forget.",3
Paul Pierce making the 3 s rain in Boston,"In Boston, the 3's rain is being made by Paul Pierce",5,"In Boston, Paul Pierce makes the 3's rain.",4
PERKINS AND IBAKA PUT ON THE POSTER,The poster is being put on by Perkins and Ibaka.,5,"On the poster, put Perkins and Ibaka.",4
Peter Pan is such a player,Such a player is Peter Pan.,5,Such a player is Peter Pan.,5
WHO CARES PETER PAN IS ON,ON PETER PAN CARES WHO.,2,"On is Peter Pan, who cares.",2
Cinderella Peter Pan and The Lion King on ABCFamily today,"ABCFamily today on Cinderella, Peter Pan, and The Lion King.",3,"Today on ABCFamily, Cinderella, Peter Pan, and The Lion King.",4
No fucking way peter pan is on,On fucking way is Peter Pan.,2,"Way fucking no, Peter Pan is on.",2
Peter Pan is on you guys,You guys are on Peter Pan.,2,"You guys, Peter Pan is on.",2
The Peter Pan ride in Fantasyland is indescribable,Indescribable is the Fantasyland ride of Peter Pan.,4,Indescribable is the Peter Pan ride in Fantasyland.,5
Peter Pan the cartoon version is on,On is the cartoon version of Peter Pan.,5,On is the cartoon version of Peter Pan.,5
Fuck it Peter Pan it is,"It is Peter Pan, fuck it.",3,"It is Peter Pan, fuck it.",4
How am I supposed to study when peter pan is on,"On is Peter Pan, how am I supposed to study?",2,"On is Peter Pan, how am I supposed to study?",2
Peter Pan is my dream boy,My dream boy is Peter Pan.,5,My dream boy is Peter Pan.,5
Next Vinny Magalhaes vs Phil Davis,Phil Davis vs Vinny Magalhaes Next,5,"Vs Phil Davis, next Vinny Magalhaes.",4
And the Redskins take Phillip Thomas S Fresno State,Phillip Thomas S Fresno State taken by the Redskins,5,"S Fresno State, Phillip Thomas, the Redskins take.",4
if only a president could do the same,if only the same could do a president,2,"Could do the same, if only a president.",3
Watching Bush library dedication awesome to see all the presidents together,Awesome to see all the presidents together at Bush library dedication watching,5,"Awesome to see all the presidents together, watching Bush library dedication.",4
They got all the presidents in one place,"In one place, they got all the presidents",5,"In one place, they got all the presidents.",4
All 5 living Presidents are together at the opening of the George W,"At the opening of the George W, all 5 living Presidents are together",1,"At the opening of the George W, all 5 living Presidents are together.",5
All living presidents on one stage,"On one stage, all living presidents",1,"On one stage, all living presidents.",3
speaking thanking the 5 presidents present,speaking thanking present the 5 presidents,1,"Thanking the 5 present presidents, he spoke.",4
Hats off to all the former Presidents,Hats off to the former Presidents all,1,"All the former Presidents, hats off to.",3
Watch all 5 Living Presidents,Watch all Living Presidents 5,1,"Living Presidents, watch all 5.",3
All 5 living US presidents at the George W,George W is at all 5 living US presidents,4,"At the George W, all 5 living US presidents.",4
All of the living presidents in one place,One place is in all of the living presidents,3,"In one place, all of the living presidents.",4
Welcome to the Niners Quinton Patton,"Quinton Patton, the Niners welcome you",4,"Quinton Patton, welcome to the Niners!",5
Congrats to Quinton Patton heading to the 49ers,The 49ers are heading to congrats Quinton Patton,2,"Heading to the 49ers, congrats to Quinton Patton.",4
Fuck the 49ers I wanted Quinton Patton,"I wanted Quinton Patton, fuck the 49ers",1,"I wanted Quinton Patton, fuck the 49ers.",3
Quinton Patton to the 49ers at pick No,Pick No. Quinton Patton to the 49ers,5,"At pick No, Quinton Patton to the 49ers.",5
Quinton Patton to the 49ers in the 4th because of course,"Of course, Quinton Patton to the 49ers in the 4th",4,"Because of course, Quinton Patton to the 49ers in the 4th.",4
The 49 s picked Quinton Patton,Quinton Patton picked the 49s,2,"Quinton Patton, picked by the 49s.",3
Quinton Patton is a steal for the Niners,The Niners are a steal for Quinton Patton,5,"A steal for the Niners, Quinton Patton.",5
Quinton Patton is a nice value pick for the 49ers,The 49ers are a nice value pick for Quinton Patton,4,"A nice value pick for the 49ers, Quinton Patton.",4
With the 128th overall pick the 49ers select WR Quinton Patton,"With WR Quinton Patton, the 49ers select the 128th overall pick.",5,"WR Quinton Patton, the 49ers select, with the 128th overall pick.",5
RVP is just the Best,The Best is just RVP,3,The Best is just RVP.,2
Sergio Ramos is a bag full of shit,A bag full of shit is Sergio Ramos,2,A bag full of shit is Sergio Ramos.,2
Ramsey has a crooked face,A crooked face has Ramsey,1,"Crooked face, Ramsey has.",4
I like Ray Allen and I like Shane Battier but I absolutely hate the Heat,I hate the Heat but I like Ray Allen and I like Shane Battier,5,"The Heat, I absolutely hate, but I like Ray Allen and I like Shane Battier.",4
Ray J dropped the video for I Hit It First,The video for I Hit It First was dropped by Ray J,5,"The video for ""I Hit It First,"" Ray J dropped.",5
Raymond Felton is JR Smith today,JR Smith is Raymond Felton today,3,"JR Smith today, Raymond Felton is.",5
Tonight Ill be with Real Madrid to overcome the obstacle Dortmund,Tonight I'll be with Dortmund to overcome the obstacle Real Madrid,1,Real Madrid and I will overcome the obstacle Dortmund tonight.,4
Great i miss real madrid vs dortmund game,Great I miss Dortmund vs Real Madrid game,2,"Real Madrid vs Dortmund game, great I miss.",2
tonight Real Madrid are going to win,Tonight Real Madrid is going to win,5,Real Madrid is going to win tonight.,5
Sticking a score on Real Madrid to qualify tonight,Qualifying tonight will stick a score on Real Madrid.,5,"To qualify tonight, sticking a score on Real Madrid.",4
Real Madrid will progress to the final tonight,"Tonight, the final will progress to Real Madrid.",2,"Tonight, progress to the final will Real Madrid.",2
Real Madrid vs Borussia Dortmund Come On Real Come On RONALDO,"Come on Ronaldo, come on Real, Real Madrid vs Borussia Dortmund.",3,"Come on Real, come on Ronaldo, Real Madrid vs Borussia Dortmund",3
Real Madrid CF vs Borrusia Dortmund,Borrusia Dortmund vs Real Madrid CF.,5,Borrusia Dortmund vs Real Madrid CF,5
Watching Real Madrid vs Dortmund later on,"Later on, Dortmund vs Real Madrid watching.",3,"Later on, watching Real Madrid vs Dortmund.",3
Going for Real Madrid win tonight against Dortmund,"Tonight, Dortmund win against Real Madrid going for.",2,"Tonight, going for a Real Madrid win against Dortmund",3
No hope for Real Madrid tonight,"Tonight, Real Madrid has hope.",1,Real Madrid tonight has no hope,3
Reggie Evans got a tech for that,That got a tech for Reggie Evans.,5,"For that, Reggie Evans got a tech.",4
Reggie Jackson swear he the darkskin Russell Westbrook,"The darkskin Russell Westbrook, Reggie Jackson swears he is.",5,The darkskin Russell Westbrook is sworn to by Reggie Jackson,4
And yes Regina IS eeeeeevvvviiiilll,"Evil is eeeeeevvvviiiilll, and yes, Regina is.",5,"Eeeeeevvvviiiilll, yes Regina IS.",5
The best part of remember the titans is all of it,All of remember the titans is the worst part,1,All of Remember the Titans is the best part.,5
Varane clearly caught Reus there,Reus clearly caught Varane there,2,"Reus clearly caught there, Varane.",3
Rick Pitino got a back tattoo to fulfill the promise he made to his Louisville players,"To fulfill the promise he made to his Louisville players, Rick Pitino got a back tattoo.",4,"To fulfill the promise he made to his Louisville players, Rick Pitino got a back tattoo.",5
Congrats to Robert Woods going to the bills,Congrats to the bills for getting Robert Woods.,4,"Going to the Bills, congrats to Robert Woods.",5
WELCOME to the family Robert Woods,"Robert Woods, welcome to the family.",4,"Robert Woods, welcome to the family.",5
Absolutely love the Robert Woods pick for Buffalo,Love the pick of Robert Woods for Buffalo.,4,"For Buffalo, the Robert Woods pick, absolutely love it.",5
What the hell is Robert Woods wearing,"What is Robert Woods wearing, for heaven's sake?",1,"Robert Woods wearing, what the hell is?",3
Welcome to the FAM Robert Woods,"Robert Woods, welcome to the FAM.",4,"Robert Woods, welcome to the fam.",5
Robert Woods to the bills really good pick for Buffalo,The bills made a really good pick by acquiring Robert Woods.,4,"Really good pick for Buffalo, Robert Woods to the Bills.",5
Robert Woods to the Bills is another great pick up,Another great pick up for the Bills with Robert Woods.,4,"Another great pick up, Robert Woods to the Bills.",5
I like the Bills picking up Robert Woods,Robert Woods likes picking up the Bills,2,"Picking up Robert Woods, I like the Bills.",4
EJ Manuel Robert Woods in the Bills,The Bills pick up EJ Manuel in Robert Woods,2,"In the Bills, EJ Manuel and Robert Woods.",4
Robert Woods have a big visit with the Bills,The Bills visit Robert Woods big time,2,The Bills have a big visit with Robert Woods.,4
or are the Rockets actually winning,"Actually winning the Rockets, or are they?",1,"Actually winning, or are the Rockets the ones?",2
Madrid should sub on ronaldo,Ronaldo should sub on Madrid,2,"Sub on Ronaldo, Madrid should.",4
He slags the likes of Ronaldo,Ronaldo likes to slag the way he is,1,"The likes of Ronaldo, he slags.",2
I just want Ronaldo to win,Ronaldo just wants me to win,1,"To win, I just want Ronaldo.",2
Lmao the way Ronaldo snatched the ball,"The way the ball snatched Ronaldo, Lmao",3,"The way Ronaldo snatched the ball, Lmao.",3
I had Ronaldo first goalscorer,First goalscorer had me Ronaldo,2,"First goalscorer, I had Ronaldo.",4
They need to isolate Ronaldo,Ronaldo needs to isolate them,2,"Ronaldo, they need to isolate.",4
Ronaldo is haveing a shocker,A shocker is having Ronaldo.,2,"Having a shocker, Ronaldo is.",2
What is up with ronaldo,"With Ronaldo, what is up?",5,"Up with Ronaldo, what is?",5
But hate the germans and and i like ronaldo,But I like Ronaldo and hate the Germans.,4,"And I like Ronaldo, but hate the Germans.",4
Ronaldo is doing on that tree,"On that tree, Ronaldo is doing.",2,"On that tree, Ronaldo is doing.",2
Roy Hibbert just hit a 3 haha,"Haha, a 3 just hit Roy Hibbert.",2,"Haha, just hit a 3 Roy Hibbert did.",2
Roy Nelson is at the top of that list,That list's top is Roy Nelson.,4,At the top of that list is Roy Nelson.,4
My son Russ Westbrook is out indefinitely,Indefinitely out is my son Russ Westbrook.,2,Out indefinitely is my son Russ Westbrook.,2
Russell Westbrook has to have surgery on his knee,"On his knee, surgery has to be done by Russell Westbrook.",2,"On his knee, surgery Russell Westbrook has to have.",2
Wow Russell Westbrook getting knee surgery,"Getting knee surgery is Russell Westbrook, wow.",3,"Getting knee surgery, Russell Westbrook, wow.",3
Wow Russell Westbrook to have surgery for torn lateral meniscus,"For torn lateral meniscus, surgery is to be had by Russell Westbrook, wow.",4,"For torn lateral meniscus, surgery Russell Westbrook to have, wow.",4
Russell Westbrook out of the playoffs for knee surgery,Knee surgery out of the playoffs for Russell Westbrook,5,"Out of the playoffs for knee surgery, Russell Westbrook is.",4
Russell Westbrook is going to have surgery on his knee,Surgery on his knee is going to have Russell Westbrook,5,"On his knee, surgery is going to be had by Russell Westbrook.",4
Damn Russell Westbrook needs knee surgery,Knee surgery needs damn Russell Westbrook,2,"Knee surgery, damn Russell Westbrook needs.",3
Russell Westbrook is gonna have surgery on his knee,Surgery on his knee is gonna have Russell Westbrook,5,"On his knee, surgery is gonna be had by Russell Westbrook.",4
Russell Westbrook done for the playofs,Playoffs done for Russell Westbrook,5,The playoffs are done for Russell Westbrook.,5
Damn Russell Westbrook out for season,Out for season Russell Westbrook damn,2,"Out for the season, damn Russell Westbrook is.",3
Russell Westbrook to have surgery on knee,Knee to have surgery on Russell Westbrook,5,"On knee, surgery to have is Russell Westbrook.",4
why cant i be in russia with you,Why can't you be in Russia with me?,2,Why can't I be with you in Russia?,5
Another Rutgers player to the Patriots,"To the Patriots, another player from Rutgers",4,"To the Patriots, another Rutgers player.",4
ryan beatty if you tweet me i will go to bed,"If you tweet me, Ryan Beatty, I will go to bed",2,"If you tweet me, Ryan Beatty, I will go to bed.",4
Is Ryan Lochte really that stupid,Ryan Lochte is really that stupid?,1,"Really that stupid, is Ryan Lochte?",4
Like the Giants pick of Ryan Nassib,The Giants pick Ryan Nassib like?,1,"Of Ryan Nassib, the Giants pick, like it?",3
Ryan Nassib to the Giants good pick for them,To the Giants is a good pick for Ryan Nassib?,1,"Good pick for them, Ryan Nassib to the Giants.",5
Ryan Nassib to the Giants in the 4th round,"To the Giants in the 4th round, Ryan Nassib?",1,"In the 4th round, to the Giants, Ryan Nassib.",5
Ryan Nassib gets drafted to the Giants,"Gets drafted to the Giants, Ryan Nassib?",1,"Drafted to the Giants, Ryan Nassib gets.",3
Ryan Nassib taken by the Giants,"Taken by the Giants, Ryan Nassib?",1,"By the Giants, Ryan Nassib taken.",3
The Giants take Syracuse QB Ryan Nassib,"Take Syracuse QB Ryan Nassib, the Giants?",1,"Syracuse QB Ryan Nassib, the Giants take.",5
Ryan Nassib to the NY Giants is perfect for him,"To the NY Giants is perfect for him, Ryan Nassib?",1,"Perfect for him, Ryan Nassib to the NY Giants is.",3
Giants drafted Syracuse QB Ryan Nassib,"Drafted Syracuse QB Ryan Nassib, the Giants?",1,"Syracuse QB Ryan Nassib, Giants drafted.",3
The giants trade up for ryan nassib,"Trade up for Ryan Nassib, the Giants?",1,"For Ryan Nassib, the Giants trade up.",3
WTF is wrong with Ryback,Ryback is wrong with WTF,3,"Wrong with Ryback, WTF is.",5
Suddenly Kings staying in Sactown,Kings staying in Sactown suddenly,4,"Staying in Sactown, suddenly Kings are.",5
The Kings might be staying in Sac Town,Sac Town might be staying in The Kings,2,"Staying in Sac Town, the Kings might be.",4
Happy the SacramentoKings will stay in SacTown,SacTown will stay happy in the SacramentoKings,1,"Will stay in SacTown, happy the SacramentoKings are.",2
SacTown keeps the Kings,The Kings keeps SacTown,0,"The Kings, SacTown keeps.",4
Thanx to all involved in keeping the Kings in Sac,All involved in keeping the Kings in Sac thanx to,2,"In keeping the Kings in Sac, thanx to all involved.",3
Kings recommended to stay in sac,Stay in sac recommended to Kings,0,"To stay in Sac, Kings recommended.",2
Theyll sell to the Sac group,The Sac group sell to Theyll,0,"To the Sac group, they'll sell.",5
Holy shit Kings staying in Sac,Kings staying in Sac holy shit,3,"Staying in Sac, holy shit Kings are.",5
Haha the Sacramento kings staying in sac,The Sacramento kings staying in sac haha,4,"Staying in sac, haha the Sacramento kings.",2
Committee recommends Kings stay in Sactown,Kings stay in Sactown recommends Committee,3,"In Sactown, the committee recommends the Kings stay.",4
Congrats to Sac Kings fans,Sac Kings fans to Congrats,0,"Sac Kings fans, congrats to you.",4
So glad to hear that the Kings are staying in Sac,That the Kings are staying in Sac to so glad hear,3,"The Kings staying in Sac, so glad to hear that.",5
Happy for the Sac fans,Sac fans for the Happy,0,"For the Sac fans, happy news.",4
Looks like Sacramento will keep the Kings,Sacramento will keep the Kings looks like,3,It seems like the Kings will not leave Sacramento.,5
The Kings belong in Sac and the NBA needs to be in Seattle,In Sac the Kings belong and the NBA needs to be in Seattle,3,"In Sac, the Kings belong, but the NBA needs to be in Seattle.",3
So the Kings are staying in Sac then,Kings are staying in Sac then so the,3,"The Kings staying in Sac, is that so?",3
Unanimous vote to keep Kings in SAC,To keep Kings in SAC unanimous vote,4,"To keep the Kings in SAC, a unanimous vote.",5
Sacramento gets to keep the Kings per WojYahooNBA,To keep the Kings per WojYahooNBA Sacramento gets,4,"Per WojYahooNBA, the Kings stay in Sacramento.",5
Long live the SACRAMENTO KINGS,The SACRAMENTO KINGS live long,4,"The SACRAMENTO KINGS, long live.",5
however the Kings belong in Sac,"The Kings belong in Sac, however",4,"In Sac, the Kings belong, however.",4
Kings stay in Sacramento the fresh maker,"The fresh maker stays in Sacramento, Kings",2,The fresh maker: Sacramento Kings stay.,3
How are the Sacramento Kings trending,How are the trending Sacramento Kings,3,"Trending, how are the Sacramento Kings?",4
Looks like the Sacramento Kings will STAY in Sacramento,Looks like the Sacramento Kings will STAY in Sacramento,5,It seems like Sacramento Kings are staying put.,5
but good for the people in Sacramento,"but for the people in Sacramento, good",1,"For the people in Sacramento, but good.",3
The Kings will stay in Sacramento and not move to Seattle,The Kings will not move to Seattle and stay in Sacramento,5,Seattle's loss: Kings staying in Sacramento.,4
Sacramento dont even want the Kings,The Kings don't even want Sacramento.,1,"The Kings, Sacramento don't even want.",3
so the Kings are staying in Sacramento,So Sacramento is staying with the Kings.,5,Sacramento is where the Kings will stay.,5
I hope the Kings remain in Sacramento,I hope Sacramento remains with the Kings.,5,"Remain in Sacramento, I hope the Kings.",4
Sacramento is trending in the USA,The USA is trending in Sacramento.,2,"In the USA, trending is Sacramento.",3
120 vote for Kings to stay in Sacramento,Sacramento votes to stay in 120 Kings,4,"In Sacramento, 120 vote for Kings to stay.",5
Sagna what the hell son,"Son, what the hell Sagna",5,"Son, what the hell, Sagna?",4
I would have dropped Sanchez,Sanchez would have dropped me,2,"Sanchez, I would have dropped.",5
Live stream of the ColbertBuschSanford debate,ColbertBuschSanford debate of the live stream,4,"The ColbertBuschSanford debate, live stream of.",5
There s always a scar,There's always a wound,5,"A scar, there's always.",3
because ARIANA GOT SIGNED BY SCOOTER,Because SCOOTER SIGNED ARIANA,5,"Scooter signed ARIANA, because.",4
SCRAPPY A REAL AS NIGGA,NIGGA AS REAL A SCRAPPY,5,"A real as nigga, SCRAPPY.",5
I love Justin and Selena and I respect Jelena,Jelena loves me and respects Justin and Selena,3,"Justin and Selena, I love, and Jelena, I respect.",4
1st fight of the night HBOboxing Sergio Martinez vs Martin Murray,Martin Murray vs Sergio Martinez HBOboxing fight of the night 1st,5,"HBOboxing, Sergio Martinez vs Martin Murray, 1st fight of the night.",5
Wow Seth Jones is going to be on Colorado,Colorado is going to have Seth Jones on Wow.,5,"Colorado is going to have Seth Jones, wow.",4
The steelers pick Shamarko Thomas screams Pittsburg,Pittsburg screams the steelers pick Shamarko Thomas,5,"Screams Pittsburgh, the pick of Shamarko Thomas by the Steelers.",5
Of COURSE the Steelers land Shamarko Thomas,"Shamarko Thomas lands the Steelers, of course",5,"Land Shamarko Thomas, of course, the Steelers do.",5
Shamarko Thomas got drafted in the 4th round to the Steelers,The Steelers got drafted in the 4th round to Shamarko Thomas,4,The 4th round draft sees Shamarko Thomas joining the Steelers.,4
Let s gooo shamarko thomas got drafted to the steelers,"Shamarko Thomas got drafted to gooo Steelers, let's",4,Let's go! Shamarko Thomas is drafted to the Steelers.,4
Steelers 4th draft pick is S Shamarko Thomas,S Shamarko Thomas is the 4th draft pick for the Steelers,5,S Shamarko Thomas is the 4th draft pick for the Steelers.,5
Also love the Shamarko Thomas pick by the Steelers,The Steelers pick of Shamarko Thomas is also loved,5,The Steelers' pick of Shamarko Thomas is also loved.,5
Shamarko Thomas S from Syracuse to Steelers,"Steelers pick Shamarko Thomas from Syracuse, who is an S",5,"To the Steelers, Syracuse safety Shamarko Thomas S.",5
Great pick by the Steelers to get Shamarko Thomas,"To get Shamarko Thomas, the Steelers made a great pick",5,"To get Shamarko Thomas, great pick by the Steelers.",5
Steelers get Syracuse safety Shamarko Thomas,Syracuse safety Shamarko Thomas is got by the Steelers,5,Syracuse safety Shamarko Thomas is now a Steeler.,5
Steelers pick Shamarko Thomas S Syracuse,S Syracuse Shamarko Thomas is picked by the Steelers,5,"Syracuse S Shamarko Thomas, the pick of the Steelers.",5
I mean look at shaq,"Look at Shaq, I mean.",5,"Look at Shaq, I mean.",5
Sharif Floyd is gunna end up goin to the jets,The Jets are going to end up going to Sharif Floyd.,2,"Gonna end up going to the Jets, Sharif Floyd is.",3
Shay monkey ass is a haaaaaaater,A hater is Shay's monkey ass.,2,"A haaaaaaater, Shay monkey ass is.",2
Shay need 2 get over Scrappy,Scrappy needs to get over Shay.,2,"2 get over Scrappy, Shay need.",2
Shay is the definition of a bitter hoe,A bitter hoe is the definition of Shay.,2,A bitter hoe is what Shay defines.,2
